|File_Scraped|Corresponding URL
18|thehindu_feb_02_file_18.json|https://www.thehindu.com/news/international/donald-trump-names-defence-lawyers-as-trial-looms/article33720107.ece
19|thehindu_feb_02_file_19.json|https://www.thehindu.com/news/international/court-fines-navalnys-wife-after-protests-in-moscow/article33718243.ece
20|thehindu_feb_02_file_20.json|https://www.thehindu.com/news/international/sri-lankan-government-succumbs-to-pressure-from-trade-unions-says-ect-to-be-operated-100-by-slpa/article33717109.ece
21|thehindu_feb_02_file_21.json|https://www.thehindu.com/news/international/myanmar-military-promises-election-in-a-year/article33715643.ece
22|thehindu_feb_02_file_22.json|https://www.thehindu.com/news/international/suu-kyis-party-urges-myanmars-people-to-oppose-coup/article33714468.ece
23|thehindu_feb_02_file_23.json|https://www.thehindu.com/news/international/military-stages-coup-in-myanmar-suu-kyi-detained/article33713388.ece
24|thehindu_feb_02_file_24.json|https://www.thehindu.com/news/international/astrazeneca-will-deliver-9-million-more-vaccine-doses-says-von-der-leyen/article33712442.ece
25|thehindu_feb_02_file_25.json|https://www.thehindu.com/sci-tech/technology/internet/facebooks-zuckerberg-reached-out-to-australian-lawmakers-over-new-media-rules/article33714337.ece
26|thehindu_feb_02_file_26.json|https://www.thehindu.com/entertainment/gamespot-review-faug-battle-royale-video-game-ncore-india/article33715566.ece
27|thehindu_feb_02_file_27.json|https://www.thehindu.com/society/meet-sainath-menon-who-has-been-documenting-the-built-heritage-of-keralas-northern-districts/article33717360.ece
28|thehindu_feb_02_file_28.json|https://www.thehindu.com/business/govt-allocates-record-110-lakh-cr-for-railways/article33721670.ece
29|thehindu_feb_02_file_29.json|https://www.thehindu.com/business/consumers-will-not-be-burdened-by-farm-cess/article33721649.ece
30|thehindu_feb_02_file_30.json|https://www.thehindu.com/business/indias-manufacturing-sector-activity-strengthens-in-january/article33714304.ece
31|thehindu_feb_02_file_31.json|https://www.thehindu.com/business/as-google-eyes-australia-exit-microsoft-talks-bing-with-pm-morrison/article33713925.ece
32|thehindu_feb_02_file_32.json|https://www.thehindu.com/business/govt-may-give-oilfield-to-cairn-in-lieu-of-14-billion-dues/article33713651.ece
33|thehindu_feb_02_file_33.json|https://www.thehindu.com/business/budget/centre-has-neglected-maharashtra-mumbai-mva/article33721630.ece
34|thehindu_feb_02_file_34.json|https://www.thehindu.com/business/budget/budget-proposes-10-customs-duty-on-import-of-cotton/article33721513.ece
35|thehindu_feb_02_file_35.json|https://www.thehindu.com/business/budget/5-fishing-harbours-to-be-modernised/article33721473.ece
36|thehindu_feb_02_file_36.json|https://www.thehindu.com/business/budget/union-budget-2021-acs-fridges-to-turn-costlier-gold-and-silver-to-be-cheaper/article33721436.ece
37|thehindu_feb_02_file_37.json|https://www.thehindu.com/business/budget/union-budget-2021-seven-major-ports-worth-2000-cr-to-be-privatised/article33721402.ece
38|thehindu_feb_02_file_38.json|https://www.thehindu.com/business/budget/union-budget-2021-start-ups-to-get-tax-holiday-till-march-2022/article33721362.ece
39|thehindu_feb_02_file_39.json|https://www.thehindu.com/business/budget/union-budget-2021-culture-ministry-budget-cut-by-nearly-15/article33721325.ece
40|thehindu_feb_02_file_40.json|https://www.thehindu.com/business/budget/union-budget-2021-a-historic-budget-with-growth-as-the-centrepiece/article33721323.ece
41|thehindu_feb_02_file_41.json|https://www.thehindu.com/business/budget/finance-minister-has-deceived-people-of-india-chidambaram/article33721321.ece
42|thehindu_feb_02_file_42.json|https://www.thehindu.com/business/budget/budget-for-women-and-child-development-shrinks-poshan-slashed-by-27/article33721315.ece
43|thehindu_feb_02_file_43.json|https://www.thehindu.com/business/budget/union-budget-2021-msme-sector-sees-higher-outlay/article33721309.ece
44|thehindu_feb_02_file_44.json|https://www.thehindu.com/business/budget/rural-indias-lifeline-missing-from-budget-2021-speech/article33721306.ece
45|thehindu_feb_02_file_45.json|https://www.thehindu.com/business/budget/union-budget-2021-spending-up-on-schemes-for-scheduled-castes/article33721265.ece
46|thehindu_feb_02_file_46.json|https://www.thehindu.com/business/budget/budget-2021-reduced-allocation-for-sports/article33721186.ece
47|thehindu_feb_02_file_47.json|https://www.thehindu.com/business/budget/union-budget-2021-tax-revenue-may-grow-167/article33721108.ece
48|thehindu_feb_02_file_48.json|https://www.thehindu.com/business/budget/union-budget-2021-govt-budgets-175-lakh-cr-from-stake-sale/article33721041.ece
49|thehindu_feb_02_file_49.json|https://www.thehindu.com/business/budget/union-budget-2021-govt-plots-fiscal-deficit-reduction-from-95-in-fy21-to-45-by-fy26/article33720765.ece
50|thehindu_feb_02_file_50.json|https://www.thehindu.com/business/budget/sensex-skyrockets-2315-points-on-budget-cheer/article33720302.ece
51|thehindu_feb_02_file_51.json|https://www.thehindu.com/business/budget/union-budget-2021-finmin-unveils-an-expansionary-budget-to-boost-growth/article33720215.ece
52|thehindu_feb_02_file_52.json|https://www.thehindu.com/business/budget/union-budget-2021-50000-crore-for-national-research-foundation/article33720164.ece
53|thehindu_feb_02_file_53.json|https://www.thehindu.com/business/budget/unmatched-times-extraordinary-budget/article33720023.ece
54|thehindu_feb_02_file_54.json|https://www.thehindu.com/business/budget/a-vision-statement-for-the-country/article33719931.ece
55|thehindu_feb_02_file_55.json|https://www.thehindu.com/business/budget/union-budget-2021-food-subsidy-budget-set-at-almost-243-lakh-crore/article33719802.ece
56|thehindu_feb_02_file_56.json|https://www.thehindu.com/business/budget/budget-lays-foundation-for-atmanirbhar-healthcare-system/article33719791.ece
57|thehindu_feb_02_file_57.json|https://www.thehindu.com/business/budget/union-budget-2021-fillip-to-health-sector-say-healthcare-providers/article33719705.ece
58|thehindu_feb_02_file_58.json|https://www.thehindu.com/business/budget/trade-unions-slam-corporate-friendly-budget-2021/article33719696.ece
59|thehindu_feb_02_file_59.json|https://www.thehindu.com/business/budget/union-budget-2021-no-additional-burden-on-consumers-due-to-agri-infra-cess-nirmala-sitharaman/article33719602.ece
60|thehindu_feb_02_file_60.json|https://www.thehindu.com/business/budget/budget-2021-a-budget-to-boost-economic-recovery-iifls-nirmal-jain/article33719435.ece
61|thehindu_feb_02_file_61.json|https://www.thehindu.com/business/budget/budget-2021-government-slaps-cap-on-tax-free-provident-fund-contribution/article33719364.ece
62|thehindu_feb_02_file_62.json|https://www.thehindu.com/business/budget/union-budget-2021-mha-budget-increases-114-compared-to-last-fiscal/article33719216.ece
63|thehindu_feb_02_file_63.json|https://www.thehindu.com/business/budget/union-budget-2021-is-nirmala-sending-a-message-to-agitating-farmers/article33719123.ece
64|thehindu_feb_02_file_64.json|https://www.thehindu.com/business/budget/budget-to-sell-the-country-says-mamata/article33719070.ece
65|thehindu_feb_02_file_65.json|https://www.thehindu.com/business/budget/farmer-outfits-in-maharashtra-slam-pro-corporate-budget/article33718928.ece
66|thehindu_feb_02_file_66.json|https://www.thehindu.com/business/budget/union-budget-2021-a-bold-expansionist-budget/article33718923.ece
67|thehindu_feb_02_file_67.json|https://www.thehindu.com/business/budget/budget-2021-cbi-allocated-83539-crore/article33718811.ece
68|thehindu_feb_02_file_68.json|https://www.thehindu.com/business/budget/tax-sops-for-aircraft-leasing-in-india/article33718604.ece
69|thehindu_feb_02_file_69.json|https://www.thehindu.com/business/budget/budget-2021-ac-and-refrigerator-to-be-costlier-gold-and-silver-to-be-cheaper/article33718279.ece
70|thehindu_feb_02_file_70.json|https://www.thehindu.com/business/budget/budget-2021-farmers-dismiss-finance-ministers-claims-on-msp-hike/article33718259.ece
71|thehindu_feb_02_file_71.json|https://www.thehindu.com/business/budget/budget-2021-budget-strikes-right-balance-to-improve-health-infra-boost-growth-say-bankers/article33718001.ece
72|thehindu_feb_02_file_72.json|https://www.thehindu.com/business/budget/subsidy-bill-nears-6-lakh-crore-in-fy21-mainly-on-extra-free-foodgrain-distribution/article33717569.ece
73|thehindu_feb_02_file_73.json|https://www.thehindu.com/business/budget/firms-to-forego-deduction-if-they-delay-deposit-of-employees-social-security-contributions/article33717406.ece
74|thehindu_feb_02_file_74.json|https://www.thehindu.com/business/budget/government-handing-over-indias-assets-to-crony-capitalists-rahul-gandhi-on-union-budget/article33717330.ece
75|thehindu_feb_02_file_75.json|https://www.thehindu.com/business/budget/government-cuts-import-duty-on-gold-silver/article33717258.ece
76|thehindu_feb_02_file_76.json|https://www.thehindu.com/business/budget/agri-cess-not-to-impact-prices-of-imported-dals-ipga/article33717164.ece
77|thehindu_feb_02_file_77.json|https://www.thehindu.com/business/budget/moodys-expresses-doubts-on-higher-revenue-targets-from-tax-divestment/article33717130.ece
78|thehindu_feb_02_file_78.json|https://www.thehindu.com/business/budget/healthcare-industry-welcomes-increased-budget-allocation-for-health-well-being/article33717111.ece
79|thehindu_feb_02_file_79.json|https://www.thehindu.com/business/budget/15th-fin-comm-keeps-tax-devolution-to-states-at-42-suggests-fiscal-deficit-glide-path/article33716985.ece
80|thehindu_feb_02_file_80.json|https://www.thehindu.com/business/budget/dept-of-space-allocated-13949-crore-in-budget-4449-crore-more-than-last-fiscal/article33716947.ece
81|thehindu_feb_02_file_81.json|https://www.thehindu.com/business/budget/union-budget-478-lakh-crore-allocated-for-defence/article33716866.ece
82|thehindu_feb_02_file_82.json|https://www.thehindu.com/business/budget/budget-2021-pensioners-above-75-exempted-from-filing-i-t-returns/article33716789.ece
83|thehindu_feb_02_file_83.json|https://www.thehindu.com/business/budget/budget-2021-for-every-rupee-in-govt-kitty-53-paise-to-come-from-taxes/article33716762.ece
84|thehindu_feb_02_file_84.json|https://www.thehindu.com/business/budget/govt-proposes-20000-crore-recapitalisation-for-psbs-in-2021-22/article33716761.ece
85|thehindu_feb_02_file_85.json|https://www.thehindu.com/business/budget/union-budget-2021-additional-deduction-of-15-lakh-on-home-loan-interest-extended-till-march-2022/article33716621.ece
86|thehindu_feb_02_file_86.json|https://www.thehindu.com/business/budget/govt-proposes-1000-crore-for-welfare-of-tea-workers-in-assam-west-bengal/article33716348.ece
87|thehindu_feb_02_file_87.json|https://www.thehindu.com/business/budget/union-budget-2021-govt-slashes-revenue-expectation-from-telecom-sector-pegs-receipts-at-53986-crore/article33716197.ece
88|thehindu_feb_02_file_88.json|https://www.thehindu.com/business/budget/union-budget-2021-ship-recycling-capacity-to-double-by-2024-generate-15-lakh-jobs/article33716110.ece
89|thehindu_feb_02_file_89.json|https://www.thehindu.com/business/budget/budget-2021-proposes-new-cess-on-fuel-liquor/article33716083.ece
90|thehindu_feb_02_file_90.json|https://www.thehindu.com/business/budget/budget-2021-will-take-steps-to-further-smoothen-gst-structure-finance-minister/article33715753.ece
91|thehindu_feb_02_file_91.json|https://www.thehindu.com/business/budget/govt-raises-import-duty-on-parts-of-mobile-phones-chargers/article33715747.ece
92|thehindu_feb_02_file_92.json|https://www.thehindu.com/business/budget/highlights-of-union-budget-2021-22/article33713457.ece
93|thehindu_feb_02_file_93.json|https://www.thehindu.com/business/budget/assembly-polls-in-four-states-find-echo-in-nirmala-sitharamans-budget/article33715554.ece
94|thehindu_feb_02_file_94.json|https://www.thehindu.com/business/budget/budget-2021-finance-minister-proposes-to-set-up-a-central-university-in-leh/article33715135.ece
95|thehindu_feb_02_file_95.json|https://www.thehindu.com/business/budget/budget-2021-lic-ipo-to-be-completed-in-2021-22-says-nirmala-sitharaman/article33714972.ece
96|thehindu_feb_02_file_96.json|https://www.thehindu.com/business/budget/two-psbs-an-insurer-to-be-disinvested-this-year-finance-minister/article33714955.ece
97|thehindu_feb_02_file_97.json|https://www.thehindu.com/business/budget/budget-2021-fiscal-deficit-for-fy21-pegged-at-95/article33714878.ece
98|thehindu_feb_02_file_98.json|https://www.thehindu.com/business/budget/budget-2021-fdi-limit-in-insurance-hiked-to-74/article33714790.ece
99|thehindu_feb_02_file_99.json|https://www.thehindu.com/business/budget/union-budget-2021-national-asset-monetisation-pipeline-to-be-launched/article33714786.ece
100|thehindu_feb_02_file_100.json|https://www.thehindu.com/business/budget/union-budget-2021-new-highway-projects-announced-for-poll-bound-states/article33714696.ece
101|thehindu_feb_02_file_101.json|https://www.thehindu.com/business/budget/budget-2021-jal-jeevan-mission-urban-and-urban-swachh-bharat-mission/article33714633.ece
102|thehindu_feb_02_file_102.json|https://www.thehindu.com/business/budget/union-budget-2021-nirmala-sitharaman-announces-a-vehicle-scrapping-policy-to-phase-out-old-vehicles/article33714572.ece
103|thehindu_feb_02_file_103.json|https://www.thehindu.com/business/budget/union-budget-2021-budget-proposes-137-hike-in-health-well-being-spend/article33714433.ece
104|thehindu_feb_02_file_104.json|https://www.thehindu.com/news/resources/union-budget-2021-2022/article33716563.ece
105|thehindu_feb_02_file_105.json|https://www.thehindu.com/news/national/rss-wing-raises-caution-over-psu-sell-off/article33721308.ece
106|thehindu_feb_02_file_106.json|https://www.thehindu.com/news/national/union-budget-2021-highways-ministry-gets-118101-cr-outlay/article33721295.ece
107|thehindu_feb_02_file_107.json|https://www.thehindu.com/news/national/union-budget-2021-lac-stand-off-factored-in-for-defence-outlay/article33721245.ece
108|thehindu_feb_02_file_108.json|https://www.thehindu.com/news/national/farmers-protest-we-will-block-highways-on-february-6-say-farmer-leaders/article33721134.ece
109|thehindu_feb_02_file_109.json|https://www.thehindu.com/news/national/pm-modi-speaks-to-netanyahu-on-delhi-blast/article33721130.ece
110|thehindu_feb_02_file_110.json|https://www.thehindu.com/news/national/sc-urges-centre-to-give-upsc-aspirants-one-time-chance/article33718961.ece
111|thehindu_feb_02_file_111.json|https://www.thehindu.com/news/national/union-budget-2021-non-lapsable-modernisation-fund-for-defence-internal-security-mooted/article33718764.ece
112|thehindu_feb_02_file_112.json|https://www.thehindu.com/news/national/automotive-sector-welcomes-vehicle-scrappage-policy/article33718520.ece
113|thehindu_feb_02_file_113.json|https://www.thehindu.com/news/national/portal-to-collect-data-on-gig-workers-in-budget/article33717552.ece
114|thehindu_feb_02_file_114.json|https://www.thehindu.com/news/national/punjab-mail-diverted-another-train-short-terminated-amid-charges-farmers-denied-reaching-delhi/article33717453.ece
115|thehindu_feb_02_file_115.json|https://www.thehindu.com/news/national/supreme-court-seeks-whatsapp-reply-on-plea-for-non-sharing-of-upi-data-with-any-third-party/article33717401.ece
116|thehindu_feb_02_file_116.json|https://www.thehindu.com/news/national/twitter-blocks-several-accounts-posting-messages-in-support-of-farmers-stir-restores-most-of-them-later/article33717312.ece
117|thehindu_feb_02_file_117.json|https://www.thehindu.com/news/national/metoo-delhi-court-reserves-for-feb-10-verdict-in-mj-akbars-defamation-case-against-priya-ramani/article33717266.ece
118|thehindu_feb_02_file_118.json|https://www.thehindu.com/news/national/southwest-monsoon-in-2021-likely-to-be-normal-skymet-weather/article33717039.ece
119|thehindu_feb_02_file_119.json|https://www.thehindu.com/news/national/pm-says-budget-has-farmer-villages-in-its-heart/article33716946.ece
120|thehindu_feb_02_file_120.json|https://www.thehindu.com/news/national/budget-2021-protest-congress-mps-from-punjab-wear-black-robes-akali-dal-walks-out/article33716836.ece
121|thehindu_feb_02_file_121.json|https://www.thehindu.com/news/national/union-budget-2021-record-110-lakh-crore-for-railways-in-budget-says-nirmala-sitharaman/article33716334.ece
122|thehindu_feb_02_file_122.json|https://www.thehindu.com/news/national/sc-notice-to-centre-on-plea-seeking-law-to-regulate-social-media-to-curb-fake-news-hate-speech/article33714860.ece
123|thehindu_feb_02_file_123.json|https://www.thehindu.com/news/national/mha-extends-internet-ban-for-two-more-days-on-delhi-border/article33714743.ece
124|thehindu_feb_02_file_124.json|https://www.thehindu.com/news/national/uttar-pradesh-bjp-mla-sadar-sarita-bhadauria-gets-threat-messages-from-pak-number/article33714595.ece
125|thehindu_feb_02_file_125.json|https://www.thehindu.com/news/national/india-expresses-deep-concern-over-military-coup-in-myanmar/article33714231.ece
126|thehindu_feb_02_file_126.json|https://www.thehindu.com/news/national/indian-activists-abroad-extend-support-to-protesting-farmers/article33714162.ece
127|thehindu_feb_02_file_127.json|https://www.thehindu.com/news/national/covid-19-india-reports-11427-new-cases/article33714146.ece
128|thehindu_feb_02_file_128.json|https://www.thehindu.com/news/national/coast-guard-courageously-ensuring-our-seas-are-safe-pm-modi/article33713877.ece
129|thehindu_feb_02_file_129.json|https://www.thehindu.com/news/national/andhra-pradesh/ensure-unanimous-election-of-sarpanches-ysrcp-mlas-told/article33721702.ece
130|thehindu_feb_02_file_130.json|https://www.thehindu.com/news/national/andhra-pradesh/cm-tells-officials-to-mobilise-more-funds-from-centre/article33721695.ece
131|thehindu_feb_02_file_131.json|https://www.thehindu.com/news/national/andhra-pradesh/cii-welcomes-focus-on-healthcare-infrastructure/article33721656.ece
132|thehindu_feb_02_file_132.json|https://www.thehindu.com/news/national/andhra-pradesh/secs-comments-on-cbi-cases-draw-ire-of-ysrcp-leaders/article33721644.ece
133|thehindu_feb_02_file_133.json|https://www.thehindu.com/news/national/andhra-pradesh/centre-did-grave-injustice-to-ap-in-budget-says-vijaya-sai-reddy/article33721636.ece
134|thehindu_feb_02_file_134.json|https://www.thehindu.com/news/national/andhra-pradesh/aspirant-not-allowed-to-file-papers-at-atchans-village/article33721631.ece
135|thehindu_feb_02_file_135.json|https://www.thehindu.com/news/national/andhra-pradesh/73000-police-personnel-will-be-deployed-for-local-body-polls-says-dgp/article33721619.ece
136|thehindu_feb_02_file_136.json|https://www.thehindu.com/news/national/andhra-pradesh/little-for-state-in-budget/article33721615.ece
137|thehindu_feb_02_file_137.json|https://www.thehindu.com/news/national/andhra-pradesh/only-against-forced-unanimous-elections-says-ramesh-kumar/article33721606.ece
138|thehindu_feb_02_file_138.json|https://www.thehindu.com/news/national/andhra-pradesh/union-budget-betrayed-ryots-ap-got-a-raw-deal-says-talari-rangaiah/article33721581.ece
139|thehindu_feb_02_file_139.json|https://www.thehindu.com/news/national/andhra-pradesh/nregs-transforms-bandlapalli-where-it-was-launched-in-2006/article33721578.ece
140|thehindu_feb_02_file_140.json|https://www.thehindu.com/news/national/andhra-pradesh/1st-phase-poll-19491-nominations-filed-for-sarpanch-posts-on-last-day/article33721568.ece
141|thehindu_feb_02_file_141.json|https://www.thehindu.com/news/national/andhra-pradesh/local-body-polls-ap-police-seek-help-from-odisha-chhattisgarh/article33721557.ece
142|thehindu_feb_02_file_142.json|https://www.thehindu.com/news/national/andhra-pradesh/husband-of-sarpanch-aspirant/article33721537.ece
143|thehindu_feb_02_file_143.json|https://www.thehindu.com/news/national/andhra-pradesh/ap-sec-warns-officials-against-code-violations/article33721393.ece
144|thehindu_feb_02_file_144.json|https://www.thehindu.com/news/national/andhra-pradesh/sec-to-visit-srikakulam-today/article33713437.ece
145|thehindu_feb_02_file_145.json|https://www.thehindu.com/news/national/andhra-pradesh/110-crore-cash-seized-ryot-taken-into-custody/article33713403.ece
146|thehindu_feb_02_file_146.json|https://www.thehindu.com/news/national/andhra-pradesh/police-decide-to-skip-covid-19-vaccination/article33713401.ece
147|thehindu_feb_02_file_147.json|https://www.thehindu.com/news/national/andhra-pradesh/tdp-mlcs-car-dashes-against-ysrcp-cadre/article33712432.ece
148|thehindu_feb_02_file_148.json|https://www.thehindu.com/news/national/andhra-pradesh/navadina-japams-for-gunadala-matha-utsavams-begins/article33712421.ece
149|thehindu_feb_02_file_149.json|https://www.thehindu.com/news/national/andhra-pradesh/red-sanders-logs-seized-12-held/article33712365.ece
150|thehindu_feb_02_file_150.json|https://www.thehindu.com/news/national/andhra-pradesh/expert-cautions-against-frackingmethod-to-explore-oil-natural-gas/article33712351.ece
151|thehindu_feb_02_file_151.json|https://www.thehindu.com/news/national/andhra-pradesh/three-held-on-charge-of-diverting-milk-meant-for-anganwadi-centres/article33712330.ece
152|thehindu_feb_02_file_152.json|https://www.thehindu.com/news/national/andhra-pradesh/new-sp-promises-peaceful-polls/article33712287.ece
153|thehindu_feb_02_file_153.json|https://www.thehindu.com/news/national/andhra-pradesh/three-new-ports-to-boost-maritime-trade/article33712235.ece
154|thehindu_feb_02_file_154.json|https://www.thehindu.com/news/national/andhra-pradesh/call-for-early-detection-of-cancer/article33712016.ece
155|thehindu_feb_02_file_155.json|https://www.thehindu.com/news/national/andhra-pradesh/tuition-fee-panel-warns-of-action-on-errant-institutions/article33711986.ece
156|thehindu_feb_02_file_156.json|https://www.thehindu.com/news/national/andhra-pradesh/maoists-call-for-boycott-of-panchayat-elections/article33711954.ece
157|thehindu_feb_02_file_157.json|https://www.thehindu.com/news/national/andhra-pradesh/woman-covid-warrior-award-for-vizianagaram-sp/article33711885.ece
158|thehindu_feb_02_file_158.json|https://www.thehindu.com/news/national/andhra-pradesh/ballot-papers-titled-2020-election-to-be-used-in-gp-poll/article33711864.ece
159|thehindu_feb_02_file_159.json|https://www.thehindu.com/news/national/andhra-pradesh/hunger-strike-in-vizianagaram-for-cancer-hospital-on-february-4/article33711860.ece
160|thehindu_feb_02_file_160.json|https://www.thehindu.com/news/national/andhra-pradesh/first-phase-of-nominations-ends-peacefully-in-anantapur/article33711855.ece
161|thehindu_feb_02_file_161.json|https://www.thehindu.com/news/national/andhra-pradesh/coast-guard-got-more-teeth-after-2611-official/article33711841.ece
162|thehindu_feb_02_file_162.json|https://www.thehindu.com/news/national/karnataka/man-arrested-for-death-of-minor-girl/article33721471.ece
163|thehindu_feb_02_file_163.json|https://www.thehindu.com/news/national/karnataka/prajwal-revanna-should-get-funds-for-the-district-from-the-centre/article33719273.ece
164|thehindu_feb_02_file_164.json|https://www.thehindu.com/news/national/karnataka/farmers-body-criticises-budget-msme-council-finds-it-industry-friendly/article33719175.ece
165|thehindu_feb_02_file_165.json|https://www.thehindu.com/news/national/karnataka/classes-for-first-pu-class-9-begin/article33719071.ece
166|thehindu_feb_02_file_166.json|https://www.thehindu.com/news/national/karnataka/stand-off-and-new-film-releases/article33718793.ece
167|thehindu_feb_02_file_167.json|https://www.thehindu.com/news/national/karnataka/no-film-screening-in-mysuru-despite-centre-easing-restrictions/article33718391.ece
168|thehindu_feb_02_file_168.json|https://www.thehindu.com/news/national/karnataka/pulse-polio-drive-905-of-children-covered-on-day-1/article33713592.ece
169|thehindu_feb_02_file_169.json|https://www.thehindu.com/news/national/karnataka/roots-tuber-mela-on-feb-6-7/article33712478.ece
170|thehindu_feb_02_file_170.json|https://www.thehindu.com/news/national/karnataka/forest-dept-readying-to-tackle-any-possible-summer-fires/article33712469.ece
171|thehindu_feb_02_file_171.json|https://www.thehindu.com/news/national/karnataka/chikkatte-habba-celebrated/article33712463.ece
172|thehindu_feb_02_file_172.json|https://www.thehindu.com/news/national/karnataka/will-mandyas-jaggery-make-it-to-the-pds/article33712450.ece
173|thehindu_feb_02_file_173.json|https://www.thehindu.com/news/national/karnataka/bsnl-asked-to-improve-services-in-rural-areas/article33712404.ece
174|thehindu_feb_02_file_174.json|https://www.thehindu.com/news/national/karnataka/i-havent-got-justice-in-congress/article33712167.ece
175|thehindu_feb_02_file_175.json|https://www.thehindu.com/news/national/karnataka/pulse-polio-vaccination-drive-begins-in-raichur-and-yadgir-districts/article33712140.ece
176|thehindu_feb_02_file_176.json|https://www.thehindu.com/news/national/karnataka/man-strangles-wife-to-death/article33712109.ece
177|thehindu_feb_02_file_177.json|https://www.thehindu.com/news/national/karnataka/1648-teams-formed-for-pulse-polio-in-kalaburagi-district/article33712099.ece
178|thehindu_feb_02_file_178.json|https://www.thehindu.com/news/national/karnataka/iocl-cyclothon-creates-awareness-on-fuel-conservation-in-ballari/article33712075.ece
179|thehindu_feb_02_file_179.json|https://www.thehindu.com/news/national/karnataka/shiv-sena-criticised-for-attempts-to-raise-border-issue/article33712048.ece
180|thehindu_feb_02_file_180.json|https://www.thehindu.com/news/national/karnataka/bjp-accused-of-getting-hdmc-polls-postponed-purposefully/article33712028.ece
181|thehindu_feb_02_file_181.json|https://www.thehindu.com/news/national/karnataka/award-given-to-critic-hs-shivaprakash/article33712025.ece
182|thehindu_feb_02_file_182.json|https://www.thehindu.com/news/national/karnataka/siddaramaiah-to-raise-tkm-issue-in-the-legislature/article33711911.ece
183|thehindu_feb_02_file_183.json|https://www.thehindu.com/news/national/karnataka/projection-of-11-growth-in-economy-a-lie-says-siddaramaiah/article33711900.ece
184|thehindu_feb_02_file_184.json|https://www.thehindu.com/news/national/karnataka/no-jds-congress-alliance-in-bypolls-says-kumaraswamy/article33711869.ece
185|thehindu_feb_02_file_185.json|https://www.thehindu.com/news/national/kerala/temple-town-gets-rid-of-garbage-stench/article33721550.ece
186|thehindu_feb_02_file_186.json|https://www.thehindu.com/news/national/kerala/proposals-offer-no-hope-for-state-chennithala/article33721526.ece
187|thehindu_feb_02_file_187.json|https://www.thehindu.com/news/national/kerala/a-transformative-budget-says-cii/article33721508.ece
188|thehindu_feb_02_file_188.json|https://www.thehindu.com/news/national/kerala/budget-surrenders-country-to-commercial-interests-pinarayi/article33721502.ece
189|thehindu_feb_02_file_189.json|https://www.thehindu.com/news/national/kerala/new-app-to-guide-tourists-in-munnar/article33721492.ece
190|thehindu_feb_02_file_190.json|https://www.thehindu.com/news/national/kerala/all-cause-mortality-drops-during-pandemic-year/article33721469.ece
191|thehindu_feb_02_file_191.json|https://www.thehindu.com/news/national/kerala/3459-new-cases-in-state/article33721439.ece
192|thehindu_feb_02_file_192.json|https://www.thehindu.com/news/national/kerala/ace-cinematographer-nivas-passes-away/article33721388.ece
